52,P0543,S0043,1/3/2023,3-Jan-23,0 sales,0,21,2.5,PR14,PR03,1/6/2023,6/1/2023
53,P0697,S0065,1/3/2023,3-Jan-23,0 sales,0,16,17.75,PR14,PR03,1/5/2023,5/1/2023
54,P0695,S0082,1/3/2023,3-Jan-23,0 sales,0,11,4.85,PR14,PR03,1/4/2023,4/1/2023
55,P0658,S0002,1/3/2023,3-Jan-23,0 sales,0,3,24.5,PR14,PR03,1/6/2023,6/1/2023
56,P0116,S0085,1/3/2023,3-Jan-23,0 sales,0,11,0.85,PR14,PR03,1/4/2023,4/1/2023
57,P0336,S0078,1/3/2023,3-Jan-23,0 sales,0,5,21.5,PR14,PR03,1/8/2023,8/1/2023
58,P0614,S0124,1/3/2023,3-Jan-23,0 sales,0,5,15.9,PR14,PR03,1/5/2023,5/1/2023
59,P0450,S0132,1/3/2023,3-Jan-23,0 sales,0,3,11.9,PR14,PR03,1/6/2023,6/1/2023
60,P0453,S0077,1/3/2023,3-Jan-23,0 sales,0,5,5.25,PR14,PR03,1/7/2023,7/1/2023
61,P0390,S0116,1/3/2023,3-Jan-23,0 sales,0,2,9.85,PR14,PR03,1/5/2023,5/1/2023
63,P0642,S0022,1/3/2023,3-Jan-23,2 sales,4.17,7,2.25,PR14,PR03,1/5/2023,5/1/2023
64,P0551,S0086,1/3/2023,3-Jan-23,0 sales,0,17,1.85,PR14,PR03,1/6/2023,6/1/2023
65,P0520,S0097,1/3/2023,3-Jan-23,2 sales,5.46,39,2.95,PR14,PR03,1/5/2023,5/1/2023
66,P0185,S0018,1/3/2023,3-Jan-23,0 sales,0,1,0.75,PR14,PR03,1/4/2023,4/1/2023
67,P0213,S0038,1/3/2023,3-Jan-23,0 sales,0,89,18.9,PR14,PR03,1/6/2023,6/1/2023
68,P0654,S0040,1/3/2023,3-Jan-23,0 sales,0,5,9.75,PR14,PR03,1/5/2023,5/1/2023
69,P0237,S0023,1/3/2023,3-Jan-23,0 sales,0,4,59.9,PR05,PR03,1/5/2023,5/1/2023
70,P0453,S0027,1/3/2023,3-Jan-23,0 sales,0,15,5.25,PR14,PR03,1/5/2023,5/1/2023
71,P0459,S0094,1/3/2023,3-Jan-23,1 sales,2.73,48,2.95,PR14,PR03,1/7/2023,7/1/2023
72,P0260,S0095,1/3/2023,3-Jan-23,1 sales,16.2,18,17.5,PR14,PR03,1/6/2023,6/1/2023
73,P0390,S0139,1/3/2023,3-Jan-23,0 sales,0,4,9.85,PR14,PR03,1/5/2023,5/1/2023
74,P0438,S0026,1/3/2023,3-Jan-23,42 sales,9.72,387,0.25,PR14,PR03,1/6/2023,6/1/2023
75,P0171,S0020,1/3/2023,3-Jan-23,1 sales,8.35,6,9.85,PR14,PR03,1/4/2023,4/1/2023
76,P0691,S0144,1/3/2023,3-Jan-23,0 sales,0,3,3,PR14,PR03,1/4/2023,4/1/2023
77,P0201,S0016,1/3/2023,3-Jan-23,0 sales,0,4,14.9,PR14,PR03,1/5/2023,5/1/2023
78,P0268,S0105,1/3/2023,3-Jan-23,0 sales,0,13,1,PR14,PR03,1/5/2023,5/1/2023
79,P0103,S0022,1/3/2023,3-Jan-23,1 sales,2.45,7,2.65,PR14,PR03,1/7/2023,7/1/2023
80,P0642,S0082,1/3/2023,3-Jan-23,2 sales,4.17,3,2.25,PR14,PR03,1/5/2023,5/1/2023
81,P0652,S0083,1/3/2023,3-Jan-23,0 sales,0,9,3.75,PR14,PR03,1/4/2023,4/1/2023
82,P0249,S0093,1/3/2023,3-Jan-23,0 sales,0,9,1.9,PR14,PR03,1/5/2023,5/1/2023
83,P0184,S0023,1/3/2023,3-Jan-23,0 sales,0,11,47.5,PR14,PR03,1/6/2023,6/1/2023
84,P0092,S0050,1/3/2023,3-Jan-23,0 sales,0,3,1.55,PR14,PR03,1/6/2023,6/1/2023
85,P0092,S0088,1/3/2023,3-Jan-23,0 sales,0,8,1.55,PR14,PR03,1/5/2023,5/1/2023
86,P0506,S0107,1/3/2023,3-Jan-23,0 sales,0,12,5.95,PR05,PR03,1/7/2023,7/1/2023
87,P0372,S0002,1/3/2023,3-Jan-23,0 sales,0,122,2.9,PR14,PR03,1/7/2023,7/1/2023
88,P0204,S0062,1/4/2023,4-Jan-23,0 sales,0,62,5.9,PR14,PR03,1/6/2023,6/1/2023
89,P0569,S0085,1/4/2023,4-Jan-23,1 sales,2.41,163,2.6,PR14,PR03,1/5/2023,5/1/2023
90,P0408,S0085,1/4/2023,4-Jan-23,0 sales,0,6,29.9,PR14,PR03,1/6/2023,6/1/2023
91,P0712,S0023,1/4/2023,4-Jan-23,0 sales,0,47,19.9,PR14,PR03,1/6/2023,6/1/2023
92,P0651,S0049,1/4/2023,4-Jan-23,0 sales,0,8,15.5,PR14,PR03,1/7/2023,7/1/2023
93,P0506,S0123,1/4/2023,4-Jan-23,0 sales,0,11,5.95,PR05,PR03,1/6/2023,6/1/2023
94,P0690,S0040,1/4/2023,4-Jan-23,0 sales,0,3,13.9,PR14,PR03,1/6/2023,6/1/2023
95,P0131,S0123,1/4/2023,4-Jan-23,1 sales,2.08,21,2.25,PR14,PR03,1/5/2023,5/1/2023
96,P0297,S0066,1/4/2023,4-Jan-23,0 sales,0,4,14.95,PR14,PR03,1/6/2023,6/1/2023
97,P0691,S0094,1/4/2023,4-Jan-23,0 sales,0,2,3,PR14,PR03,1/7/2023,7/1/2023
98,P0459,S0113,1/4/2023,4-Jan-23,0 sales,0,41,2.95,PR14,PR03,1/6/2023,6/1/2023
99,P0260,S0085,1/4/2023,4-Jan-23,0 sales,0,9,17.5,PR14,PR03,1/7/2023,7/1/2023
100,P0103,S0013,1/4/2023,4-Jan-23,3 sales,7.36,28,2.65,PR14,PR03,1/6/2023,6/1/2023
101,P0663,S0031,1/4/2023,4-Jan-23,0 sales,0,44,3.25,PR14,PR03,1/7/2023,7/1/2023
102,P0345,S0093,1/4/2023,4-Jan-23,0 sales,0,3,3.15,PR06,PR03,1/8/2023,8/1/2023
103,P0520,S0066,1/4/2023,4-Jan-23,0 sales,0,18,2.95,PR14,PR03,1/5/2023,5/1/2023
104,P0499,S0019,1/4/2023,4-Jan-23,1 sales,0.69,41,0.75,PR14,PR03,1/8/2023,8/1/2023
105,P0297,S0010,1/4/2023,4-Jan-23,0 sales,0,5,14.95,PR14,PR03,1/5/2023,5/1/2023
106,P0296,S0010,1/4/2023,4-Jan-23,0 sales,0,6,0.75,PR14,PR03,1/7/2023,7/1/2023
107,P0154,S0013,1/4/2023,4-Jan-23,0 sales,0,100,1.89,PR14,PR03,1/7/2023,7/1/2023
108,P0473,S0078,1/4/2023,4-Jan-23,0 sales,0,2,29.9,PR14,PR03,1/6/2023,6/1/2023
109,P0623,S0090,1/4/2023,4-Jan-23,0 sales,0,55,9.9,PR14,PR03,1/7/2023,7/1/2023
110,P0017,S0023,1/4/2023,4-Jan-23,1 sales,1.38,26,1.49,PR14,PR03,1/7/2023,7/1/2023
111,P0543,S0087,1/4/2023,4-Jan-23,0 sales,0,20,2.5,PR14,PR03,1/7/2023,7/1/2023
112,P0453,S0125,1/4/2023,4-Jan-23,0 sales,0,28,5.25,PR14,PR03,1/7/2023,7/1/2023
113,P0590,S0054,1/4/2023,4-Jan-23,2 sales,0.93,7,0.5,PR14,PR03,1/8/2023,8/1/2023
114,P0413,S0084,1/4/2023,4-Jan-23,0 sales,0,6.1,1.99,PR03,PR03,1/7/2023,7/1/2023
115,P0185,S0023,1/4/2023,4-Jan-23,0 sales,0,6,0.75,PR14,PR03,1/8/2023,8/1/2023
116,P0436,S0040,1/4/2023,4-Jan-23,3 sales,8.33,94,3,PR14,PR03,1/7/2023,7/1/2023
117,P0437,S0062,1/4/2023,4-Jan-23,0 sales,0,3,10.9,PR14,PR03,1/8/2023,8/1/2023
118,P0160,S0027,1/4/2023,4-Jan-23,0 sales,0,11,2.5,PR14,PR03,1/8/2023,8/1/2023
119,P0060,S0085,1/4/2023,4-Jan-23,0 sales,0,9,15.9,PR14,PR03,1/5/2023,5/1/2023
120,P0356,S0058,1/4/2023,4-Jan-23,0 sales,0,5,2.5,PR14,PR03,1/6/2023,6/1/2023
121,P0311,S0116,1/4/2023,4-Jan-23,1 sales,1,2,1,PR14,PR03,1/6/2023,6/1/2023
122,P0704,S0132,1/4/2023,4-Jan-23,0 sales,0,14,2.1,PR14,PR03,1/6/2023,6/1/2023
123,P0261,S0091,1/4/2023,4-Jan-23,0 sales,0,23,4.75,PR14,PR03,1/5/2023,5/1/2023
124,P0286,S0084,1/4/2023,4-Jan-23,3 sales,2.78,34,1,PR14,PR03,1/6/2023,6/1/2023
125,P0280,S0085,1/4/2023,4-Jan-23,1 sales,5.08,11,5.99,PR14,PR03,1/7/2023,7/1/2023
126,P0103,S0082,1/4/2023,4-Jan-23,4 sales,9.81,54,2.65,PR14,PR03,1/6/2023,6/1/2023
127,P0732,S0090,1/4/2023,4-Jan-23,0 sales,0,6,7.25,PR14,PR03,1/5/2023,5/1/2023
128,P0584,S0113,1/4/2023,4-Jan-23,1 sales,9.7,24,11.45,PR14,PR03,1/9/2023,9/1/2023
129,P0454,S0123,1/4/2023,4-Jan-23,1 sales,1.94,15,2.1,PR14,PR03,1/8/2023,8/1/2023
130,P0219,S0083,1/4/2023,4-Jan-23,0 sales,0,3,7.25,PR14,PR03,1/8/2023,8/1/2023
131,P0689,S0125,1/5/2023,5-Jan-23,1 sales,24.49,6,28.9,PR14,PR03,1/9/2023,9/1/2023
132,P0051,S0123,1/5/2023,5-Jan-23,1 sales,0.65,10,0.7,PR14,PR03,1/7/2023,7/1/2023
133,P0099,S0142,1/5/2023,5-Jan-23,0 sales,0,12,10.9,PR14,PR03,1/8/2023,8/1/2023
134,P0312,S0051,1/5/2023,5-Jan-23,0 sales,0,8,12.9,PR14,PR03,1/9/2023,9/1/2023
135,P0459,S0110,1/5/2023,5-Jan-23,2 sales,5.46,48,2.95,PR14,PR03,1/8/2023,8/1/2023
136,P0162,S0038,1/5/2023,5-Jan-23,0 sales,0,8,3.9,PR14,PR03,1/9/2023,9/1/2023
137,P0499,S0083,1/5/2023,5-Jan-23,0 sales,0,19,0.75,PR14,PR03,1/6/2023,6/1/2023
138,P0390,S0012,1/5/2023,5-Jan-23,0 sales,0,5,9.85,PR14,PR03,1/8/2023,8/1/2023
139,P0372,S0086,1/5/2023,5-Jan-23,0 sales,0,1,2.9,PR14,PR03,1/8/2023,8/1/2023
140,P0275,S0050,1/5/2023,5-Jan-23,0 sales,0,44,2.15,PR14,PR03,1/8/2023,8/1/2023
141,P0459,S0123,1/5/2023,5-Jan-23,0 sales,0,16,2.95,PR14,PR03,1/8/2023,8/1/2023
142,P0514,S0135,1/5/2023,5-Jan-23,0 sales,0,2,8.9,PR14,PR03,1/7/2023,7/1/2023
143,P0316,S0020,1/5/2023,5-Jan-23,0 sales,0,0.004,59.9,PR14,PR03,1/7/2023,7/1/2023
144,P0311,S0091,1/5/2023,5-Jan-23,0 sales,0,3,1,PR14,PR03,1/7/2023,7/1/2023
145,P0694,S0010,1/5/2023,5-Jan-23,0 sales,0,6,5.99,PR14,PR03,1/8/2023,8/1/2023
146,P0664,S0125,1/5/2023,5-Jan-23,1 sales,1.16,20,1.25,PR14,PR03,1/7/2023,7/1/2023
147,P0227,S0058,1/5/2023,5-Jan-23,0 sales,0,2,8,PR14,PR03,1/6/2023,6/1/2023
148,P0705,S0142,1/5/2023,5-Jan-23,0 sales,0,2,11.65,PR14,PR03,1/7/2023,7/1/2023
149,P0642,S0087,1/5/2023,5-Jan-23,1 sales,2.08,13,2.25,PR14,PR03,1/6/2023,6/1/2023
150,P0171,S0084,1/5/2023,5-Jan-23,0 sales,0,4,9.85,PR14,PR03,1/6/2023,6/1/2023
151,P0506,S0055,1/5/2023,5-Jan-23,0 sales,0,18,5.95,PR14,PR03,1/9/2023,9/1/2023
152,P0340,S0055,1/5/2023,5-Jan-23,0 sales,0,2,29.99,PR14,PR03,1/7/2023,7/1/2023
153,P0348,S0107,1/5/2023,5-Jan-23,0 sales,0,10,2.1,PR14,PR03,1/7/2023,7/1/2023
154,P0148,S0121,1/5/2023,5-Jan-23,1 sales,5.46,0,NA,PR14,PR03,1/7/2023,7/1/2023
155,P0458,S0062,1/5/2023,5-Jan-23,5 sales,18.01,34,4.25,PR14,PR03,1/9/2023,9/1/2023
156,P0420,S0038,1/5/2023,5-Jan-23,0 sales,0,79,0.6,PR14,PR03,1/6/2023,6/1/2023
157,P0054,S0103,1/5/2023,5-Jan-23,0 sales,0,13,3.95,PR14,PR03,1/7/2023,7/1/2023
158,P0699,S0040,1/5/2023,5-Jan-23,0 sales,0,1,9,PR14,PR03,1/8/2023,8/1/2023
159,P0364,S0038,1/5/2023,5-Jan-23,10 sales,9.26,162,1,PR14,PR03,1/9/2023,9/1/2023
160,P0148,S0091,1/5/2023,5-Jan-23,0 sales,0,6,5.75,PR14,PR03,1/6/2023,6/1/2023
161,P0263,S0031,1/5/2023,5-Jan-23,0 sales,0,10,16.95,PR14,PR03,1/7/2023,7/1/2023
162,P0695,S0031,1/5/2023,5-Jan-23,0 sales,0,17,4.85,PR14,PR03,1/9/2023,9/1/2023
163,P0718,S0068,1/5/2023,5-Jan-23,0 sales,0,12,13,PR14,PR03,1/7/2023,7/1/2023
164,P0490,S0031,1/5/2023,5-Jan-23,0 sales,0,5,52.9,PR14,PR03,1/6/2023,6/1/2023
165,P0311,S0074,1/5/2023,5-Jan-23,1 sales,1,2,1,PR14,PR03,1/9/2023,9/1/2023
166,P0272,S0097,1/5/2023,5-Jan-23,1 sales,5.79,4,6.25,PR14,PR03,1/8/2023,8/1/2023
167,P0705,S0063,1/5/2023,5-Jan-23,0 sales,0,5,11.65,PR14,PR03,1/7/2023,7/1/2023
168,P0705,S0011,1/5/2023,5-Jan-23,0 sales,0,12,11.65,PR14,PR03,1/8/2023,8/1/2023
169,P0614,S0062,1/5/2023,5-Jan-23,0 sales,0,8,15.9,PR14,PR03,1/8/2023,8/1/2023
170,P0490,S0096,1/5/2023,5-Jan-23,0 sales,0,5,52.9,PR14,PR03,1/8/2023,8/1/2023
171,P0635,S0108,1/5/2023,5-Jan-23,0 sales,0,10,4.75,PR14,PR03,1/7/2023,7/1/2023
172,P0718,S0052,1/5/2023,5-Jan-23,0 sales,0,54,13,PR14,PR03,1/7/2023,7/1/2023
173,P0312,S0001,1/5/2023,5-Jan-23,0 sales,0,16,12.9,PR14,PR03,1/6/2023,6/1/2023
174,P0211,S0104,1/5/2023,5-Jan-23,0 sales,0,8,8.95,PR14,PR03,1/8/2023,8/1/2023
175,P0437,S0070,1/5/2023,5-Jan-23,0 sales,0,1,10.9,PR14,PR03,1/7/2023,7/1/2023
176,P0602,S0078,1/5/2023,5-Jan-23,0 sales,0,9,9.9,PR14,PR03,1/8/2023,8/1/2023
177,P0372,S0107,1/5/2023,5-Jan-23,1 sales,2.46,43,2.9,PR14,PR03,1/7/2023,7/1/2023
178,P0527,S0097,1/6/2023,6-Jan-23,1 sales,1.81,18,1.95,PR14,PR03,1/10/2023,10/1/2023
179,P0438,S0140,1/6/2023,6-Jan-23,4 sales,0.93,33,0.25,PR14,PR03,1/7/2023,7/1/2023
180,P0333,S0044,1/6/2023,6-Jan-23,0 sales,0,10,1.85,PR14,PR03,1/8/2023,8/1/2023
181,P0514,S0008,1/6/2023,6-Jan-23,0 sales,0,2,8.9,PR14,PR03,1/8/2023,8/1/2023
182,P0657,S0065,1/6/2023,6-Jan-23,0 sales,0,14,7.75,PR14,PR03,1/7/2023,7/1/2023
183,P0534,S0142,1/6/2023,6-Jan-23,1 sales,1.85,24,2,PR14,PR03,1/9/2023,9/1/2023
184,P0296,S0043,1/6/2023,6-Jan-23,0 sales,0,13,0.75,PR14,PR03,1/9/2023,9/1/2023
185,P0340,S0001,1/6/2023,6-Jan-23,0 sales,0,2,29.99,PR14,PR03,1/10/2023,10/1/2023
186,P0283,S0015,1/6/2023,6-Jan-23,0 sales,0,3,21.5,PR14,PR03,1/9/2023,9/1/2023
187,P0499,S0009,1/6/2023,6-Jan-23,0 sales,0,19,0.75,PR14,PR03,1/7/2023,7/1/2023
188,P0325,S0021,1/6/2023,6-Jan-23,0 sales,0,2,8.45,PR14,PR03,1/8/2023,8/1/2023
189,P0017,S0078,1/6/2023,6-Jan-23,0 sales,0,11,1.49,PR06,PR03,1/7/2023,7/1/2023
190,P0590,S0122,1/6/2023,6-Jan-23,0 sales,0,32,0.5,PR14,PR03,1/10/2023,10/1/2023
191,P0370,S0051,1/6/2023,6-Jan-23,0 sales,0,23,4.75,PR14,PR03,1/9/2023,9/1/2023
192,P0510,S0097,1/6/2023,6-Jan-23,0 sales,0,16,19.75,PR14,PR03,1/7/2023,7/1/2023
193,P0116,S0117,1/6/2023,6-Jan-23,1 sales,0.79,3,0.85,PR14,PR03,1/10/2023,10/1/2023
194,P0635,S0012,1/6/2023,6-Jan-23,0 sales,0,6,4.75,PR14,PR03,1/10/2023,10/1/2023
195,P0470,S0144,1/6/2023,6-Jan-23,0 sales,0,6,17.9,PR14,PR03,1/9/2023,9/1/2023
196,P0613,S0132,1/6/2023,6-Jan-23,0 sales,0,15,6.45,PR14,PR03,1/8/2023,8/1/2023
197,P0129,S0130,1/6/2023,6-Jan-23,0 sales,0,6,24.95,PR14,PR03,1/8/2023,8/1/2023
198,P0490,S0084,1/6/2023,6-Jan-23,0 sales,0,4,52.9,PR14,PR03,1/7/2023,7/1/2023
199,P0131,S0121,1/6/2023,6-Jan-23,2 sales,4.17,0,NA,PR14,PR03,1/8/2023,8/1/2023
200,P0260,S0142,1/6/2023,6-Jan-23,0 sales,0,8,17.5,PR14,PR03,1/8/2023,8/1/2023
201,P0175,S0026,1/6/2023,6-Jan-23,2 sales,9.32,8,5.5,PR14,PR03,1/9/2023,9/1/2023
202,P0261,S0117,1/6/2023,6-Jan-23,0 sales,0,20,4.75,PR14,PR03,1/8/2023,8/1/2023
203,P0514,S0060,1/6/2023,6-Jan-23,1 sales,8.9,0,8.9,PR14,PR03,1/10/2023,10/1/2023
204,P0647,S0065,1/6/2023,6-Jan-23,1 sales,12.92,73,13.95,PR14,PR03,1/10/2023,10/1/2023
205,P0340,S0094,1/6/2023,6-Jan-23,0 sales,0,2,29.99,PR14,PR03,1/9/2023,9/1/2023
206,P0417,S0132,1/6/2023,6-Jan-23,0 sales,0,4,6.9,PR14,PR03,1/8/2023,8/1/2023
207,P0681,S0144,1/6/2023,6-Jan-23,0 sales,0,1,9.9,PR14,PR03,1/10/2023,10/1/2023
208,P0311,S0088,1/6/2023,6-Jan-23,0 sales,0,1,1,PR14,PR03,1/9/2023,9/1/2023
209,P0051,S0051,1/6/2023,6-Jan-23,1 sales,0.65,0,0.7,PR14,PR03,1/10/2023,10/1/2023
210,P0336,S0066,1/6/2023,6-Jan-23,0 sales,0,6,20.9,PR14,PR03,1/8/2023,8/1/2023
211,P0321,S0070,1/6/2023,6-Jan-23,0 sales,0,2,9.9,PR14,PR03,1/8/2023,8/1/2023
212,P0109,S0144,1/6/2023,6-Jan-23,0 sales,0,5,8.95,PR14,PR03,1/7/2023,7/1/2023
213,P0602,S0078,1/6/2023,6-Jan-23,0 sales,0,9,9.9,PR14,PR03,1/8/2023,8/1/2023
214,P0260,S0065,1/6/2023,6-Jan-23,0 sales,0,13,17.5,PR14,PR03,1/10/2023,10/1/2023
215,P0035,S0094,1/6/2023,6-Jan-23,0 sales,0,28,2.45,PR14,PR03,1/8/2023,8/1/2023
216,P0483,S0024,1/6/2023,6-Jan-23,0 sales,0,2,10,PR14,PR03,1/7/2023,7/1/2023
217,P0574,S0085,1/6/2023,6-Jan-23,3 sales,4.58,77,1.65,PR14,PR03,1/10/2023,10/1/2023
218,P0144,S0123,1/6/2023,6-Jan-23,0 sales,0,3,4.95,PR14,PR03,1/8/2023,8/1/2023
219,P0490,S0132,1/6/2023,6-Jan-23,0 sales,0,1,52.9,PR14,PR03,1/8/2023,8/1/2023
220,P0591,S0050,1/6/2023,6-Jan-23,0 sales,0,6,7.45,PR14,PR03,1/7/2023,7/1/2023
221,P0642,S0065,1/6/2023,6-Jan-23,2 sales,4.17,15,2.25,PR14,PR03,1/7/2023,7/1/2023
222,P0260,S0033,1/6/2023,6-Jan-23,0 sales,0,6,17.5,PR14,PR03,1/8/2023,8/1/2023
223,P0665,S0103,1/7/2023,7-Jan-23,0 sales,0,5,10.75,PR14,PR03,1/10/2023,10/1/2023
224,P0690,S0056,1/7/2023,7-Jan-23,0 sales,0,40,13.9,PR14,PR03,1/12/2023,12/1/2023
225,P0067,S0087,1/7/2023,7-Jan-23,0 sales,0,6,15.9,PR10,PR03,1/10/2023,10/1/2023
226,P0333,S0074,1/7/2023,7-Jan-23,2 sales,3.43,20,1.85,PR14,PR03,1/11/2023,11/1/2023
227,P0427,S0063,1/7/2023,7-Jan-23,0 sales,0,8,2.45,PR14,PR03,1/9/2023,9/1/2023
228,P0372,S0120,1/7/2023,7-Jan-23,1 sales,2.46,12,2.9,PR14,PR03,1/10/2023,10/1/2023
229,P0083,S0094,1/7/2023,7-Jan-23,0 sales,0,13,6.9,PR14,PR03,1/9/2023,9/1/2023
230,P0377,S0102,1/7/2023,7-Jan-23,0 sales,0,7,9,PR14,PR03,1/8/2023,8/1/2023
